文件名,完整路径,所在目录,文件大小(B),文件大小(可读),修改时间
GB_T 17680.9-2003_核电厂应急计划与准备准则场内应急响应能力的保持.pdf,/data2/统计包含关键词的文件/final/GB_T 17680.9-2003_核电厂应急计划与准备准则场内应急响应能力的保持.pdf,/data2/统计包含关键词的文件/final,2691450,2.57 MB,2024-05-28 14:18:30
GB+22370-2008.pdf,/data2/统计包含关键词的文件/final/GB+22370-2008.pdf,/data2/统计包含关键词的文件/final,913201,891.80 KB,2025-02-11 18:34:23
GYY-EC-2021-#5G-下-15 10kV 913DL、933DL保护装置及开关控制回路检修报告.pdf,/data2/统计包含关键词的文件/final/GYY-EC-2021-#5G-下-15 10kV 913DL、933DL保护装置及开关控制回路检修报告.pdf,/data2/统计包含关键词的文件/final,1707959,1.63 MB,2022-05-27 15:03:28
2、轴流转浆式机组主轴A级检修作业指导书.docx,/data2/统计包含关键词的文件/final/2、轴流转浆式机组主轴A级检修作业指导书.docx,/data2/统计包含关键词的文件/final,84967,82.98 KB,2022-04-13 08:31:26
DLT 1197-2012 水轮发电机组状态在线监测系统技术条件(2024有新标准实施)(OCR).pdf,/data2/统计包含关键词的文件/final/DLT 1197-2012 水轮发电机组状态在线监测系统技术条件(2024有新标准实施)(OCR).pdf,/data2/统计包含关键词的文件/final,1831899,1.75 MB,2025-02-21 10:42:21
QCDT-GYYHPC 1160-2022 电能质量技术监督规程.docx,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 1160-2022 电能质量技术监督规程.docx,/data2/统计包含关键词的文件/final,132484,129.38 KB,2025-01-02 15:41:12
QCDT-GYYHPC 1011-2024  励磁系统运行规程.pdf,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 1011-2024  励磁系统运行规程.pdf,/data2/统计包含关键词的文件/final,755699,737.99 KB,2024-04-23 10:26:40
QCDT-GYYHPC 1099-2022.ZY01 制动压缩空气控制系统检修作业指导书.pdf,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 1099-2022.ZY01 制动压缩空气控制系统检修作业指导书.pdf,/data2/统计包含关键词的文件/final,554117,541.13 KB,2022-11-15 20:13:20
《电力用直流和交流一体化不间断电源设备》（DLT  1074-2007）.pdf,/data2/统计包含关键词的文件/final/《电力用直流和交流一体化不间断电源设备》（DLT  1074-2007）.pdf,/data2/统计包含关键词的文件/final,827079,807.69 KB,2025-09-03 12:15:00
GB+15208.1-2018.pdf,/data2/统计包含关键词的文件/final/GB+15208.1-2018.pdf,/data2/统计包含关键词的文件/final,1396105,1.33 MB,2025-02-11 19:14:10
2015年安全工程师《安全生产法》真题及答案.pdf,/data2/统计包含关键词的文件/final/2015年安全工程师《安全生产法》真题及答案.pdf,/data2/统计包含关键词的文件/final,413530,403.84 KB,2025-03-17 13:59:08
QCDT-GYYHPC 1168-2022 水工观测规程.pdf,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 1168-2022 水工观测规程.pdf,/data2/统计包含关键词的文件/final,617067,602.60 KB,2022-11-15 14:00:06
DLT 1760-2017 可逆式水轮发电机组及其附属设备出厂检验导则(OCR).pdf,/data2/统计包含关键词的文件/final/DLT 1760-2017 可逆式水轮发电机组及其附属设备出厂检验导则(OCR).pdf,/data2/统计包含关键词的文件/final,5294109,5.05 MB,2025-02-21 10:42:49
危险化学品生产企业安全生产许可证实施办法.pdf,/data2/统计包含关键词的文件/final/危险化学品生产企业安全生产许可证实施办法.pdf,/data2/统计包含关键词的文件/final,212426,207.45 KB,2025-03-10 14:25:19
某街区一期（一标段）项目“3·30”一般事故调查报告-安全管理网.pdf,/data2/统计包含关键词的文件/final/某街区一期（一标段）项目“3·30”一般事故调查报告-安全管理网.pdf,/data2/统计包含关键词的文件/final,416111,406.36 KB,2025-03-10 14:22:25
SEPM 0002.2-2002 管道连接设计规定(化工).pdf,/data2/统计包含关键词的文件/final/SEPM 0002.2-2002 管道连接设计规定(化工).pdf,/data2/统计包含关键词的文件/final,86132,84.11 KB,2024-03-28 17:13:31
GB／T 22240-2020 信息安全技术网络安全等级保护定级指南.pdf,/data2/统计包含关键词的文件/final/GB／T 22240-2020 信息安全技术网络安全等级保护定级指南.pdf,/data2/统计包含关键词的文件/final,827036,807.65 KB,2025-04-10 18:04:27
GB 18285-2018 汽油车污染物排放限值及测量方法（双怠速法及简易工况法）.pdf,/data2/统计包含关键词的文件/final/GB 18285-2018 汽油车污染物排放限值及测量方法（双怠速法及简易工况法）.pdf,/data2/统计包含关键词的文件/final,2313160,2.21 MB,2024-09-25 10:34:35
联合动力UP82-1500-伊顿使用说明书.pdf,/data2/统计包含关键词的文件/final/联合动力UP82-1500-伊顿使用说明书.pdf,/data2/统计包含关键词的文件/final,446665,436.20 KB,2025-08-19 15:10:48
大立2023注安《安全法规》一本通.pdf,/data2/统计包含关键词的文件/final/大立2023注安《安全法规》一本通.pdf,/data2/统计包含关键词的文件/final,2648839,2.53 MB,2025-03-17 13:37:55
大唐观音岩设〔2020〕360号--附件1：观音岩水电站2020年5号水轮发电机组及其附属设备C级检修管理手册.docx,/data2/统计包含关键词的文件/final/大唐观音岩设〔2020〕360号--附件1：观音岩水电站2020年5号水轮发电机组及其附属设备C级检修管理手册.docx,/data2/统计包含关键词的文件/final,2424303,2.31 MB,2020-11-15 10:07:34
TCCSAS 013-2022 化工企业能量隔离实施指南.pdf,/data2/统计包含关键词的文件/final/TCCSAS 013-2022 化工企业能量隔离实施指南.pdf,/data2/统计包含关键词的文件/final,410201,400.59 KB,2025-03-03 10:50:11
GYY-EC-2024-#2G-上-09+2号主变冷却水及冷却器控制回路检修报告.pdf,/data2/统计包含关键词的文件/final/GYY-EC-2024-#2G-上-09+2号主变冷却水及冷却器控制回路检修报告.pdf,/data2/统计包含关键词的文件/final,321043,313.52 KB,2024-06-11 15:18:42
GB 50023-2009 建筑抗震鉴定标准.pdf,/data2/统计包含关键词的文件/final/GB 50023-2009 建筑抗震鉴定标准.pdf,/data2/统计包含关键词的文件/final,11836463,11.29 MB,2025-03-04 10:55:35
GB_T 28551-2012_核电厂离心泵组调试技术导则.pdf,/data2/统计包含关键词的文件/final/GB_T 28551-2012_核电厂离心泵组调试技术导则.pdf,/data2/统计包含关键词的文件/final,1189451,1.13 MB,2024-05-28 14:20:35
GYY-EC-2023-#5G-下-05+5号机发电机辅助控制系统检修报告.pdf,/data2/统计包含关键词的文件/final/GYY-EC-2023-#5G-下-05+5号机发电机辅助控制系统检修报告.pdf,/data2/统计包含关键词的文件/final,1347326,1.28 MB,2023-12-22 14:43:58
QCDT-GYYHPC 1096-2022.ZY01 厂房渗漏排水控制系统检修作业指导书.pdf,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 1096-2022.ZY01 厂房渗漏排水控制系统检修作业指导书.pdf,/data2/统计包含关键词的文件/final,488084,476.64 KB,2022-11-15 20:06:16
GB 15322.4-2019 可燃气体探测器 第4部分：工业及商业用途线型光束可燃气体探测器.pdf,/data2/统计包含关键词的文件/final/GB 15322.4-2019 可燃气体探测器 第4部分：工业及商业用途线型光束可燃气体探测器.pdf,/data2/统计包含关键词的文件/final,1264610,1.21 MB,2025-03-04 10:44:34
GYY-EC-2023-#3G-上-06+3号机水轮机辅助控制系统检修报告.pdf,/data2/统计包含关键词的文件/final/GYY-EC-2023-#3G-上-06+3号机水轮机辅助控制系统检修报告.pdf,/data2/统计包含关键词的文件/final,232772,227.32 KB,2023-08-29 00:00:00
GB 14763-2005 装用点燃式发动机重型汽车燃油蒸发污染物排放限值及测量方法（收集法）.pdf,/data2/统计包含关键词的文件/final/GB 14763-2005 装用点燃式发动机重型汽车燃油蒸发污染物排放限值及测量方法（收集法）.pdf,/data2/统计包含关键词的文件/final,355186,346.86 KB,2024-09-25 10:33:28
维斯塔斯V80(V90)-2000-Mk7-滤块相关供应商图纸.pdf,/data2/统计包含关键词的文件/final/维斯塔斯V80(V90)-2000-Mk7-滤块相关供应商图纸.pdf,/data2/统计包含关键词的文件/final,14008248,13.36 MB,2025-08-19 15:05:32
GYY-EC-2023-#2G-下-06+2号机水轮机辅助控制系统检修报告.pdf,/data2/统计包含关键词的文件/final/GYY-EC-2023-#2G-下-06+2号机水轮机辅助控制系统检修报告.pdf,/data2/统计包含关键词的文件/final,247249,241.45 KB,2023-06-17 00:00:00
核电厂放射性湿废物场内转运装置技术要求.pdf,/data2/统计包含关键词的文件/final/核电厂放射性湿废物场内转运装置技术要求.pdf,/data2/统计包含关键词的文件/final,1828712,1.74 MB,2025-02-17 18:48:58
GB 18352.3-2005 轻型汽车污染物排放限值及测量方法(中国Ⅲ、Ⅳ阶段).pdf,/data2/统计包含关键词的文件/final/GB 18352.3-2005 轻型汽车污染物排放限值及测量方法(中国Ⅲ、Ⅳ阶段).pdf,/data2/统计包含关键词的文件/final,9018384,8.60 MB,2024-09-25 10:34:43
GB 8702—2014 电磁环境控制限值.pdf,/data2/统计包含关键词的文件/final/GB 8702—2014 电磁环境控制限值.pdf,/data2/统计包含关键词的文件/final,210330,205.40 KB,2025-05-14 11:30:27
GB 18565-2001 营运车辆综合性能要求和检验方法.pdf,/data2/统计包含关键词的文件/final/GB 18565-2001 营运车辆综合性能要求和检验方法.pdf,/data2/统计包含关键词的文件/final,85122,83.13 KB,2024-09-25 10:34:50
JJF 1008-2008 压力计量名词术语及定义.pdf,/data2/统计包含关键词的文件/final/JJF 1008-2008 压力计量名词术语及定义.pdf,/data2/统计包含关键词的文件/final,1389266,1.32 MB,2025-04-10 18:09:05
《辽宁省加快推进清洁能源强省建设实施方案》（辽政办发〔2022〕44号）.pdf,/data2/统计包含关键词的文件/final/《辽宁省加快推进清洁能源强省建设实施方案》（辽政办发〔2022〕44号）.pdf,/data2/统计包含关键词的文件/final,353474,345.19 KB,2025-09-03 12:20:48
GYY-EC-2022-#3G-上-06 3号机水轮机辅助控制系统检修报告.pdf,/data2/统计包含关键词的文件/final/GYY-EC-2022-#3G-上-06 3号机水轮机辅助控制系统检修报告.pdf,/data2/统计包含关键词的文件/final,237342,231.78 KB,2022-03-07 15:10:42
压水堆核电厂用不锈钢  第16部分：2、3级马氏体不锈钢锻件.pdf,/data2/统计包含关键词的文件/final/压水堆核电厂用不锈钢  第16部分：2、3级马氏体不锈钢锻件.pdf,/data2/统计包含关键词的文件/final,1668078,1.59 MB,2025-02-17 19:10:31
GBT 18443.5-2010 真空绝热深冷设备性能试验方法 第5部分：静态蒸发率测量.pdf,/data2/统计包含关键词的文件/final/GBT 18443.5-2010 真空绝热深冷设备性能试验方法 第5部分：静态蒸发率测量.pdf,/data2/统计包含关键词的文件/final,318851,311.38 KB,2025-03-04 11:51:47
GB+11984-2024.pdf,/data2/统计包含关键词的文件/final/GB+11984-2024.pdf,/data2/统计包含关键词的文件/final,408699,399.12 KB,2025-02-11 19:47:27
7.老鹰岩光伏电站辅助系统运行规程.docx,/data2/统计包含关键词的文件/final/7.老鹰岩光伏电站辅助系统运行规程.docx,/data2/统计包含关键词的文件/final,4468069,4.26 MB,2025-01-02 15:47:30
QCDT-GYYHPC 1042-2022.ZY01 500kV 主变压器检修及试验作业指导书.pdf,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 1042-2022.ZY01 500kV 主变压器检修及试验作业指导书.pdf,/data2/统计包含关键词的文件/final,906843,885.59 KB,2022-11-16 16:54:44
GBT 20936.4-2017 爆炸性环境用气体探测器 第4部分：开放路径可燃气体探测器性能要求.pdf,/data2/统计包含关键词的文件/final/GBT 20936.4-2017 爆炸性环境用气体探测器 第4部分：开放路径可燃气体探测器性能要求.pdf,/data2/统计包含关键词的文件/final,3900085,3.72 MB,2025-03-04 11:54:57
2号机组流道充水及各冷却供水系统通水试验方案（李青安）.docx,/data2/统计包含关键词的文件/final/2号机组流道充水及各冷却供水系统通水试验方案（李青安）.docx,/data2/统计包含关键词的文件/final,75287,73.52 KB,2021-04-29 10:45:48
GYY-EC-2022-#4G-上-06 4号机水轮机辅助控制系统检修报告.pdf,/data2/统计包含关键词的文件/final/GYY-EC-2022-#4G-上-06 4号机水轮机辅助控制系统检修报告.pdf,/data2/统计包含关键词的文件/final,237196,231.64 KB,2022-04-09 09:19:10
GB 51020-2014 铝电解厂通风除尘与烟气净化设计规范.pdf,/data2/统计包含关键词的文件/final/GB 51020-2014 铝电解厂通风除尘与烟气净化设计规范.pdf,/data2/统计包含关键词的文件/final,11332930,10.81 MB,2025-03-04 11:19:31
联合动力1.5MW风电机组自动消防系统维护手册（超细干粉+气溶胶）.pdf,/data2/统计包含关键词的文件/final/联合动力1.5MW风电机组自动消防系统维护手册（超细干粉+气溶胶）.pdf,/data2/统计包含关键词的文件/final,427653,417.63 KB,2025-08-19 15:06:12
GBT 30976.1-2014 工业控制系统信息安全 第1部分：评估规范.pdf,/data2/统计包含关键词的文件/final/GBT 30976.1-2014 工业控制系统信息安全 第1部分：评估规范.pdf,/data2/统计包含关键词的文件/final,1607448,1.53 MB,2025-11-17 10:00:10
电气装置招标要求（河东KNX版）2018-6-27.docx,/data2/统计包含关键词的文件/final/电气装置招标要求（河东KNX版）2018-6-27.docx,/data2/统计包含关键词的文件/final,79127,77.27 KB,2024-03-28 17:43:49
金风1.5MW风电机组产品说明书.pdf,/data2/统计包含关键词的文件/final/金风1.5MW风电机组产品说明书.pdf,/data2/统计包含关键词的文件/final,1073677,1.02 MB,2025-08-19 15:06:24
云南大唐国际宾川新能源有限责任公司高处坠落事故处置方案.pdf,/data2/统计包含关键词的文件/final/云南大唐国际宾川新能源有限责任公司高处坠落事故处置方案.pdf,/data2/统计包含关键词的文件/final,216008,210.95 KB,2024-02-26 16:25:24
歌美飒2.0MW– 主轴 – 描述.pdf,/data2/统计包含关键词的文件/final/歌美飒2.0MW– 主轴 – 描述.pdf,/data2/统计包含关键词的文件/final,1537238,1.47 MB,2025-08-19 15:06:04
QCDT-GYYHPC 1104-2022.ZY01 城市供水取水口台车式启闭机控制系统检修作业指导书.pdf,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 1104-2022.ZY01 城市供水取水口台车式启闭机控制系统检修作业指导书.pdf,/data2/统计包含关键词的文件/final,556262,543.22 KB,2022-11-15 20:22:42
联合动力UP121-2000-风电机组运行手册.pdf,/data2/统计包含关键词的文件/final/联合动力UP121-2000-风电机组运行手册.pdf,/data2/统计包含关键词的文件/final,6184032,5.90 MB,2025-08-19 15:10:44
民用核安全设备监督管理条例.docx,/data2/统计包含关键词的文件/final/民用核安全设备监督管理条例.docx,/data2/统计包含关键词的文件/final,19955,19.49 KB,2025-11-17 09:15:47
民用核安全设备无损检验人员资格管理规定.docx,/data2/统计包含关键词的文件/final/民用核安全设备无损检验人员资格管理规定.docx,/data2/统计包含关键词的文件/final,17479,17.07 KB,2025-11-17 09:15:47
